,Unnamed: 0,index,sentence1,sentence2,variability,confidence,var_ep,conf_ep,lexical,subsequence,gold_label,pred_label
569,1577,1577,"In Italy, big protests by students and university staff against government reforms to higher education brought parts of central Rome to a standstill on Tuesday.",The Italian government introduces reforms to higher education.,"[0.0, 0.04015842080116272, 0.03292243229453196, 0.02854220806400881, 0.04365020081484385, 0.04102752262587381, 0.04148654145145363, 0.045545848339589995, 0.042951395162096145, 0.060550768402742525, 0.0628057430413246, 0.07311700307466161, 0.1118015964096051, 0.12208800071084598, 0.11875057410257556, 0.13355140674711682, 0.13280256639525628, 0.14356624450261996, 0.13987843969935687, 0.15246969846480654]","[0.46267491579055786, 0.5028333365917206, 0.500741203625997, 0.5015033781528473, 0.5192065834999084, 0.5235763490200043, 0.5167653177465711, 0.5077539533376694, 0.5074204802513123, 0.522350150346756, 0.5301698337901722, 0.5427115758260092, 0.567819242294018, 0.5837486812046596, 0.5874318242073059, 0.6049734614789486, 0.612260944703046, 0.6275128523508707, 0.6289944962451333, 0.6446542501449585]",0.0,0.4626749157905578,0,0,entailment,not_entailment
570,255,255,"Mr Piech dismissed suggestions that VWs actions in hiring away Mr Lopez and his seven colleagues from GM had caused widespread dismay in German industry, and was at odds with the style of German business.",Piech got nationalistic in his accusations.,"[0.0, 0.01883271336555481, 0.02416863626351909, 0.04094636538146728, 0.03739846832843549, 0.034143618806140905, 0.03319908853010372, 0.031275239786653836, 0.05686710749452341, 0.08979840698685802, 0.12764477312485772, 0.14693974677741506, 0.16671281321843442, 0.1735745296273863, 0.18066114805277034, 0.18556192585664874, 0.19164764712858443, 0.19470750901717102, 0.1986499395519618, 0.20048302825240263]","[0.46275877952575684, 0.48159149289131165, 0.49477624893188477, 0.47445784509181976, 0.4782447159290314, 0.4780216266711553, 0.48216356124196735, 0.48356425389647484, 0.5007558564345042, 0.5246846228837967, 0.5546220622279427, 0.5792204116781553, 0.604817842061703, 0.6230475327798298, 0.6410135209560395, 0.6570024359971285, 0.6734361595967236, 0.6872045877907011, 0.7012404564179873, 0.713171698153019]",0.0,0.4627587795257568,0,0,not_entailment,entailment
571,1349,1349,"The book contains short stories by the famous Bulgarian writer, Nikolai Haitov.",Nikolai Haitov is a writer.,"[0.0, 0.033103302121162415, 0.027128432941591896, 0.0235130871437039, 0.0253808831432226, 0.025832020344830505, 0.030026138158762972, 0.03830844555764801, 0.04380045918559764, 0.06998794545352605, 0.07347871658377156, 0.10883524032584344, 0.10456744589983358, 0.1338595284829513, 0.14408868110927764, 0.17175438532021692, 0.18347608861391018, 0.19739926087897808, 0.20653727942123085, 0.2145800396073793]","[0.46279558539390564, 0.49589888751506805, 0.49754197398821515, 0.49809011071920395, 0.5051946341991425, 0.5000864267349243, 0.4926746870790209, 0.5025211088359356, 0.4937603804800246, 0.4749878227710724, 0.48471464352174237, 0.5097526411215464, 0.5099360071695768, 0.5343759613377708, 0.5513585845629374, 0.5772244147956371, 0.5964259365025688, 0.6169674098491669, 0.6348280530226859, 0.6518726199865341]",0.0,0.4627955853939056,0,0,entailment,not_entailment
572,1534,1534,"As late as 1799, priests were still being imprisoned or deported to penal colonies and persecution only worsened after the French army led by General Louis Alexandre Berthier captured Rome and imprisoned Pope Pius VI, who would die in captivity in Valence, Drôme, France in August of 1799.",Pope Pius VI died in France.,"[0.0, 0.0016826540231704712, 0.03050619402690105, 0.04511627475248286, 0.042796700890004744, 0.03906920981665143, 0.036209172592410015, 0.03388572859488472, 0.03734159866087283, 0.05910349200103404, 0.0901579604770799, 0.08943653145989733, 0.0865934407537702, 0.11666421574090918, 0.13441396934555938, 0.1465679102052321, 0.15139737699031056, 0.1547918360248869, 0.16570506872872579, 0.16408546256354228]","[0.4628773033618927, 0.46455995738506317, 0.48610920707384747, 0.5072240307927132, 0.5143510043621063, 0.5142059872547785, 0.5148840504033225, 0.5145011208951473, 0.5076661474174924, 0.5234362572431565, 0.5456911460919813, 0.5527481014529864, 0.5558415124049554, 0.5784548457179751, 0.5980287810166677, 0.615434205159545, 0.6284310063895058, 0.6400947885380851, 0.6563543787128047, 0.6629986390471458]",0.0,0.4628773033618927,0,0,entailment,not_entailment
573,2451,2451,"""""""Rod Blagojevich, the former governor of the US state of Illinois, was indicted on Thursday on charges of corruption for allegedly planning to """"""""sell"""""""" Barack Obama's Senate seat when the latter vacated it to become President. Five of his advisers, including Blagojevich's brother Robert, were also indicted. The others are former fundraiser, Christopher Kelly, former chief of staff John Harris, former aide Lon Monk, and the lobbyist William Cellini.""""""",Rod Blagojevich has been appointed as the US President.,"[0.0, 0.023414820432662964, 0.03189810055898673, 0.034429343336574846, 0.05083146470042628, 0.05002595954918582, 0.04758997454614659, 0.06113272896300889, 0.0619659121144838, 0.07835647714823615, 0.09334464567524861, 0.11621853384169378, 0.14745323269177185, 0.15914073654492902, 0.16757529232804008, 0.1753752632395646, 0.18197766276012417, 0.1860508470409438, 0.19093918712555744, 0.19434907255074052]","[0.46288353204727173, 0.43946871161460876, 0.4575239916642507, 0.469387985765934, 0.48960885405540466, 0.497968261440595, 0.49350129280771526, 0.5093375332653522, 0.5173827906449636, 0.5346517115831375, 0.5523481612855737, 0.5747487023472786, 0.6025496148146116, 0.6224268355539867, 0.6402435402075449, 0.6574289929121733, 0.6735701508381787, 0.6875844680600696, 0.7018531074649409, 0.7147017762064933]",0.0,0.4628835320472717,0,0,not_entailment,entailment
574,2296,2296,"""""""Meanwhile, in an exclusive interview with a TIME journalist, the first one-on-one session given to a Western print publication since his election as president of Iran earlier this year, Ahmadinejad attacked the """"""""threat"""""""" to bring the issue of Iran's nuclear activity to the UN Security Council by the US, France, Britain and Germany.""""""",Ahmadinejad is a citizen of Iran.,"[0.0, 0.004310294985771179, 0.034358979069217185, 0.030001900877612855, 0.028456877801977445, 0.02744442847969188, 0.025647990021342867, 0.023997132894501064, 0.03321794216590611, 0.08023496710283091, 0.07738551073729917, 0.09637800005493448, 0.10669872387509699, 0.10287681905595848, 0.13615798529730863, 0.13183989819654407, 0.1583410882353674, 0.17451006163834396, 0.1816857615282468, 0.19180744704793698]","[0.4629882574081421, 0.46729855239391327, 0.4914662341276805, 0.48925192654132843, 0.493987500667572, 0.49794650077819824, 0.49937375102724346, 0.4991772025823593, 0.49057811829778886, 0.46598236113786695, 0.4622930762442676, 0.48087763662139577, 0.4655739997441952, 0.4665431071605001, 0.4416706711053848, 0.4413598543033004, 0.4180245298673125, 0.3980617045114438, 0.382861587758127, 0.36595492977648975]",0.0,0.4629882574081421,0,0,entailment,not_entailment
575,2021,2021,"Sirhan Sirhan, a Jordanian immigrant, was convicted of murdering Kennedy and is serving a life term at Soledad Prison.",Sirhan Sirhan killed Kennedy.,"[0.0, 0.008165314793586731, 0.017559539991811847, 0.015897455045987215, 0.014255512811372474, 0.02841848309170013, 0.03305829598438236, 0.03845885156874007, 0.036259356516701584, 0.051652417203848174, 0.07881734726086119, 0.08458107179333514, 0.10583864508030102, 0.10248604917853393, 0.11358722045347998, 0.11845757984033876, 0.1201108739106241, 0.11759161101170891, 0.12537775827173192, 0.13769697569477968]","[0.4630230665206909, 0.47118838131427765, 0.45970166722933453, 0.46237723529338837, 0.46288625001907346, 0.4741845726966858, 0.48235579899379183, 0.49099820852279663, 0.49099255270428127, 0.47814859449863434, 0.49760815501213074, 0.5091267749667168, 0.5287017707641308, 0.531498766371182, 0.5463765839735667, 0.5577388610690832, 0.5664704389431897, 0.5630178699890772, 0.5750815288016671, 0.5896396771073341]",0.0,0.4630230665206909,0,0,entailment,not_entailment
576,1151,1151,"""""""WASHINGTON ―Kirk Kerkorian, the billionaire mogul and major shareholder in General Motors Corp., said Friday that automakers Renault SA and Nissan Motor Co. are interested in purchasing a significant stake in GM and including the Detroit automaker in their alliance. Kerkorian's investment company, Tracinda Corp., told GM Chairman and CEO Rick Wagoner in a letter that Renault and Nissan are receptive to the idea of including General Motors in their partnership and purchasing """"""""a significant minority interest"""""""" in the automaker.""""""",Rick Wagoner is one of the major shareholders of GM.,"[0.0, 0.020528122782707214, 0.02606784439130182, 0.039815124602448224, 0.03571617731006785, 0.033202226264408385, 0.03500031589454478, 0.033949957719870014, 0.036348246156513005, 0.08513213141396002, 0.09277818252110946, 0.1059466302891735, 0.1211424376843934, 0.1628711413733642, 0.1832173801536763, 0.17934064006605335, 0.19064608662442942, 0.20124722091155317, 0.21380645957004804, 0.22269368489024793]","[0.4630565643310547, 0.4425284415483475, 0.4566457470258077, 0.47558067739009857, 0.4769454121589661, 0.47414005796114606, 0.48097280093601774, 0.48436828702688217, 0.4782787263393402, 0.45233347564935683, 0.46654323691671545, 0.44913317387302715, 0.46809418499469757, 0.4995948172041348, 0.5246804803609848, 0.5314750606194139, 0.5509603277725332, 0.5700171035197046, 0.5902166092082074, 0.6082296676933765]",0.0,0.4630565643310547,0,0,not_entailment,entailment
577,2072,2072,"California Gov. Arnold Schwarzenegger (R) on Friday signed five bills into law that allow California to receive more than $17.5 billion in federal economic stimulus aid, but the funding will not be enough for the state to avoid $3 billion in tax increases and cuts to services to balance its budget, the San Francisco Chronicle reports. The legislation changes eligibility reporting requirements for children enrolled in Medi-Cal and allows more people to qualify for unemployment insurance and extends the benefit by 20 weeks. Medi-Cal is the state's Medicaid program.",Arnold Schwarzenegger is Austrian.,"[0.0, 0.05349203944206238, 0.0449285310887542, 0.04608581884511826, 0.05196313307200667, 0.04752788091425765, 0.044558891573648104, 0.04372522072872412, 0.04190750100584076, 0.09494815491416699, 0.12430892529179534, 0.13945414877714807, 0.17120294358702, 0.18710809676972687, 0.19334822246230626, 0.20298315105366327, 0.21049878333952415, 0.21471466644121318, 0.22123465707327436, 0.2259053099012281]","[0.4630742073059082, 0.5165662467479706, 0.5091172854105631, 0.49485810101032257, 0.4790384531021118, 0.47771481176217395, 0.4805811473301479, 0.47558705136179924, 0.47292302052179974, 0.501664274930954, 0.5286033099347894, 0.5066892703374227, 0.537455792610462, 0.5619390606880188, 0.5802772680918376, 0.6005341112613678, 0.6191271788933698, 0.6349465681446923, 0.6520554140994423, 0.6675059705972671]",0.0,0.4630742073059082,0,0,not_entailment,entailment
578,322,322,"Three plays later, quarterback James Pinkney was sacked by Wake's Goryal Scales on third-and-one, forcing the team to punt.",James Pinkney was an employee of Goryal Scales.,"[0.0, 0.004242703318595886, 0.010871154502003225, 0.009429832629212476, 0.020268819757985154, 0.018514192118851625, 0.02207568897003311, 0.03124767385784019, 0.03580358997082827, 0.10211973705866198, 0.13287202384406677, 0.15954593687632168, 0.1761689228758167, 0.17029941276897656, 0.1676547068625487, 0.16239682800690305, 0.17664219798134156, 0.18139518232202792, 0.19244700644520069, 0.19815752183323446]","[0.4631125032901764, 0.4673552066087723, 0.47464155157407123, 0.4749499037861824, 0.46573459506034853, 0.46602480113506317, 0.47170412966183256, 0.48056816682219505, 0.48776165975464714, 0.5198634654283524, 0.5484546775167639, 0.5774862890442213, 0.6025506280935727, 0.598796437893595, 0.5901788890361785, 0.5889848675578833, 0.6089552728568807, 0.623170460263888, 0.641218911660345, 0.6558770254254341]",0.0,0.4631125032901764,0,0,not_entailment,entailment
579,1457,1457,"Gemayel's assassination is almost certain to deepen the political crisis in Lebanon, which started after the resignation of six pro-Syrian ministers, two from Hezbollah, hours after all-party round table talks collapsed.",After the resignation of six pro-Syrian ministers a deep political crises started in Lebanon.,"[0.0, 0.06382386386394501, 0.05252175383801328, 0.04590131672094719, 0.04460931632037013, 0.040724040526596665, 0.03772973580107466, 0.04794613185569993, 0.055771812408578224, 0.06881591634949201, 0.07355718629051741, 0.09991515547642654, 0.11212498613621419, 0.13108902813856294, 0.13653905096627697, 0.15291395122111534, 0.15703375610882792, 0.16652884481103658, 0.17179310508884296, 0.17382241371701895]","[0.46322575211524963, 0.5270496159791946, 0.5316798190275828, 0.5281193926930428, 0.5193951964378357, 0.5195511182149252, 0.5189728225980487, 0.506706491112709, 0.518255783451928, 0.5329231500625611, 0.5434376218102195, 0.5648072411616644, 0.5815327213360713, 0.6021208465099335, 0.6157595554987589, 0.6356004998087883, 0.6484758047496572, 0.6646408240000407, 0.6780584454536438, 0.6887626111507416]",0.0,0.4632257521152496,0,0,entailment,not_entailment
580,2437,2437,"Commander Thomas Karremans, who was in charge of Dutch troops in Srebrenica at the time, was filmed drinking a toast with war-crimes suspect and Serb general Ratko Mladic.",Dutch photos of Srebrenica have disappeared.,"[0.0, 0.022776201367378235, 0.025130965503860583, 0.021862895721697313, 0.022175051193180702, 0.02028738064804613, 0.018851283761235984, 0.019606168976163792, 0.028268640938842085, 0.08584316589710599, 0.09156265575482224, 0.0902272414842145, 0.1263717191068416, 0.14359734128966953, 0.15128896867489533, 0.1653576687717603, 0.17568205494299408, 0.18177064507638968, 0.18465274355424202, 0.18952236441232084]","[0.46324077248573303, 0.48601697385311127, 0.49796955784161884, 0.4967706501483917, 0.49154226779937743, 0.49214233458042145, 0.49279933742114473, 0.49603865668177605, 0.5036002828015221, 0.530782476067543, 0.5437616299499165, 0.5501992926001549, 0.5767434124763196, 0.5978495287043708, 0.6139803230762482, 0.6337882820516825, 0.6516933213261997, 0.6668222960498598, 0.679283447955784, 0.6929079666733742]",0.0,0.463240772485733,0,0,not_entailment,entailment
581,1441,1441,"""""""Nevertheless, Salesforce.com's stock--which began trading on the New York Stock Exchange under the symbol """"""""CRM""""""""--got a Wall Street reception in line with that of other recent successful tech IPOs.""""""","""""""Salesforce.com started trading under the symbol """"""""CRM.""""""""""""""","[0.0, 0.06569230556488037, 0.05851616095285885, 0.054664387527510266, 0.05867585626502305, 0.058195055353494514, 0.05607252328837332, 0.05261337015521998, 0.07912809886215737, 0.09189990266253047, 0.1240661465044621, 0.14882226560995931, 0.16034188335248933, 0.1735207253126886, 0.18638472910360296, 0.19654754227450424, 0.20055816650204275, 0.20475678356919677, 0.2099490389845196, 0.2105293681605973]","[0.4632544219493866, 0.3975621163845062, 0.41410229603449505, 0.4259357154369354, 0.44215530157089233, 0.45232995351155597, 0.4586712547710964, 0.4602321535348892, 0.4820285505718655, 0.4996998131275177, 0.5274749777533791, 0.5545075486103693, 0.5754542075670682, 0.5973566429955619, 0.6191300233205159, 0.6392345391213894, 0.6547769202905542, 0.6699937946266599, 0.6855570266121312, 0.696907764673233]",0.0,0.4632544219493866,0,0,entailment,not_entailment
582,1606,1606,"""""""While local cab drivers had compliments, not everyone appreciated the company. The Chicago Cubs decided to cancel their booking after hearing about the con, and J.J. Hardy of the Milwaukee Brewers reported being kept up by fans on Wednesday night. The Brewers lost their game the following day. The convention closed with next year's date ―June 26-29 ―along with the announcement of a guest: Disney animator Floyd Norman. The event's theme will be """"""""It's a Jungle Out There!"""""""".""""""",J.J. Hardy has a contract with the Milwaukee Brewers.,"[0.0, 0.0028599053621292114, 0.02322297187005488, 0.020583735993937754, 0.019854086820232576, 0.029940626285621948, 0.027797271772667578, 0.03513657630374145, 0.05832782906364188, 0.057112985277974, 0.05942610029044376, 0.07923221920331344, 0.08005140571826082, 0.10164872505393273, 0.1101355927523031, 0.11177244851026896, 0.12997652665699616, 0.12765936487554688, 0.13460940816016062, 0.1496504497651134]","[0.46329784393310547, 0.46043793857097626, 0.4767758349577586, 0.47930634021759033, 0.4830222725868225, 0.4936801691850026, 0.49283260107040405, 0.5017646998167038, 0.5187379585372077, 0.5234516620635986, 0.530975650657307, 0.5476014018058777, 0.5547509147570684, 0.5363913306168148, 0.5230651577313741, 0.5317113399505615, 0.5496272970648373, 0.5541097190645006, 0.5663128871666757, 0.5497988596558571]",0.0,0.4632978439331054,0,0,entailment,not_entailment
583,2133,2133,"Hepburn, a four-time Academy Award winner, died last June in Connecticut at age 96.","Hepburn, who won four Oscars, died last June aged 96.","[0.0, 0.006926476955413818, 0.011084512197204263, 0.02787876969890464, 0.028661173580742643, 0.027365237433178563, 0.027765996499073384, 0.029212354378799682, 0.07981022608029645, 0.07577542767514839, 0.08609559292854599, 0.10151962179408167, 0.10672669047032264, 0.11480722987862928, 0.13025653045935928, 0.14818433065732925, 0.163594511110858, 0.17372469580555697, 0.18036423453969627, 0.181934596091396]","[0.46333521604537964, 0.47026169300079346, 0.46352068583170575, 0.47863222658634186, 0.471566778421402, 0.47515296936035156, 0.4797911047935486, 0.47473739460110664, 0.5012211832735274, 0.5002095580101014, 0.5150167454372753, 0.5328836441040039, 0.5453907755705026, 0.5595430433750153, 0.5777967651685079, 0.5978836677968502, 0.6174032898510203, 0.6343876222769419, 0.6491814318456148, 0.6599309802055359]",0.0,0.4633352160453796,0,0,entailment,not_entailment
584,1189,1189,"""""""PORT-AU-PRINCE, Haiti — Paul Collier, a leading poverty guru, spent a recent morning here waxing positive about how the world's economic freefall might prove the perfect moment for Haiti to sell more exports like T-shirts and mangoes to Americans.  His improbable enthusiasm coincided with appearances by a bevy of luminaries descending on Haiti this month, including Ban Ki-moon, the United Nations secretary general, and the entire Security Council. All of them came to stress that this destitute nation stands at a crossroads between salvation and """"""""the darkness,"""""""" as Mr. Ban put it.""""""",The United Nations Secretary General Ban Ki-moon comes from Haiti.,"[0.0, 0.04511360824108124, 0.04655570391019223, 0.04762799800406695, 0.063814315218534, 0.05987050299932472, 0.059913534877111325, 0.06179447362178421, 0.06820310346520272, 0.0673545368257585, 0.08136784072890335, 0.08132476830153502, 0.08245126223028297, 0.08552223829154774, 0.08363640958280814, 0.0898002695705375, 0.09069516819505395, 0.097737796123104, 0.10117479036763376, 0.10259057327575469]","[0.46337953209877014, 0.5084931403398514, 0.4883609712123871, 0.5029994025826454, 0.47924268841743467, 0.4730633447567622, 0.4823479439531054, 0.49218685552477837, 0.4796499576833513, 0.4734126448631287, 0.45761228691447864, 0.45057524492343265, 0.4429745857532208, 0.4341977408954075, 0.4307274659474691, 0.4407482109963894, 0.4344440295415766, 0.4241998294989268, 0.4160811477585843, 0.40959105640649796]",0.0,0.4633795320987701,0,0,not_entailment,entailment
585,432,432,"San Salvador, Jan. 13, '90 (Acan-Efe) -The bodies of Hector Oqueli and Gilda Flores, who had been kidnapped yesterday, were found in Cuilapa, Guatemala, near the border with El Salvador, the relatives of one of the victims have reported.",Guatemala borders on El Salvador.,"[0.0, 0.03153084218502045, 0.03306266392886387, 0.028636569524019304, 0.02697425182756049, 0.02528912452559584, 0.023417720233694362, 0.030638753000889477, 0.04460433835750766, 0.08097638799849338, 0.10940611423387235, 0.11907663981691213, 0.1359929982082092, 0.13395242372060448, 0.15080327946834082, 0.16835534745664485, 0.16496533071618044, 0.1623971117028048, 0.1582497404278786, 0.15488298514190388]","[0.4635981619358063, 0.4951290041208267, 0.5097977419694265, 0.5095406398177147, 0.5137705266475677, 0.5111937870581945, 0.5113820391041892, 0.5032853707671165, 0.49126914474699235, 0.46825566291809084, 0.49276816844940186, 0.5098429322242737, 0.5310670550052936, 0.523370087146759, 0.5440627257029216, 0.5657010339200497, 0.5714959852835712, 0.5777791374259524, 0.5795773110891643, 0.582804724574089]",0.0,0.4635981619358063,0,0,entailment,not_entailment
586,836,836,"There can be no doubt that the Administration already is weary of Aristide, a populist Roman Catholic priest who in December, 1990, won an overwhelming victory in Haiti's only democratic presidential election",Haiti's only democratic presidential election took place in 1990.,"[0.0, 0.032205730676651, 0.027005274156120404, 0.04007626971569593, 0.036877284080487426, 0.03434725388439435, 0.031800319630846265, 0.03181415411424117, 0.03220914453573552, 0.05645937366516695, 0.07560449945073403, 0.07678798454348805, 0.10154782051110425, 0.12533696487286475, 0.14901487753320458, 0.15395144430319327, 0.16722258195774756, 0.17441491029236877, 0.17925960713045955, 0.18331427508603867]","[0.46360427141189575, 0.49581000208854675, 0.4914618929227193, 0.5102514624595642, 0.5059199452400207, 0.5028718163569769, 0.5029717215469905, 0.5072359852492809, 0.5030864576498667, 0.5189118057489395, 0.5356992022557692, 0.5434257263938586, 0.5635692408451667, 0.5852911961930138, 0.6085035224755605, 0.6223682332783937, 0.6411706998067743, 0.6565304845571518, 0.6701003203266546, 0.6828257963061333]",0.0,0.4636042714118957,0,0,entailment,not_entailment
587,761,761,"Although Eurodisney is a great family day out, visit also the chateaux in the area and the various parks and pretty small villages.",EuroDisney is located in the various parks.,"[0.0, 0.008774355053901672, 0.024624941570062526, 0.021337039356412412, 0.02490698085537124, 0.023550614848214538, 0.03942362476894783, 0.03858601899876445, 0.07319807730715158, 0.06947400297246631, 0.07863677027145326, 0.07707551895933001, 0.09420391702230078, 0.10692867989759264, 0.10686454325013633, 0.10491323236739691, 0.12223837467029545, 0.148306930003948, 0.15518365602916293, 0.17737300116802476]","[0.46384209394454956, 0.47261644899845123, 0.4892757038275401, 0.48967505246400833, 0.4816728293895721, 0.48441752294699353, 0.49782662306513104, 0.493534829467535, 0.5159917573134104, 0.5152866631746292, 0.5018855821002614, 0.49691104888916016, 0.48010154183094317, 0.4644288101366588, 0.45711669921875, 0.4526407811790705, 0.4695650461842032, 0.49109867049588096, 0.5045247030885596, 0.5257791921496391]",0.0,0.4638420939445495,0,0,not_entailment,entailment
588,1176,1176,"""""""And although Carrie Prejean may not go down in history as having the worst pageant answer in history (that dishonor may go to 2007's Miss South Carolina Teen USA), her answer might have been worded a bit more eloquently. She answered: """"""""I think it's great that Americans are able to choose one or the other. We live in a land that you can choose same-sex marriage or opposite marriage and, you know what, in my country and my family I think that I believe that a marriage should be between a man and a woman. No offense to anyone out there but that's how I was raised and that's how I think it should be between a man and a woman.""""""""  .""""""",Carrie Prejean is Miss California.,"[0.0, 0.029042571783065796, 0.02765424487588993, 0.02718904338544962, 0.0279838796094633, 0.02554691184490915, 0.02443975043278795, 0.034992446078380667, 0.036963045284595236, 0.041186277913059045, 0.04349442622227818, 0.06100010932903439, 0.06560982545987853, 0.12075280724706293, 0.14593112850421533, 0.16473956292341368, 0.1777154106423064, 0.18924717051504256, 0.199663422493118, 0.2046666064152536]","[0.46385616064071655, 0.49289873242378235, 0.5029596288998922, 0.4955282509326935, 0.48860542178153993, 0.48871806263923645, 0.4862050414085388, 0.49621812254190445, 0.5021114216910468, 0.5093122661113739, 0.5152255188335072, 0.5017857700586319, 0.510299815581395, 0.5388332860810416, 0.562265157699585, 0.5841348059475422, 0.6035642658962923, 0.6223295695251889, 0.6404892990463659, 0.6550281971693039]",0.0,0.4638561606407165,0,0,not_entailment,entailment
589,1452,1452,Fast forward a decade or two and scientists began to notice antibiotic-resistant strains of bacteria.,Bacteria is winning the war against antibiotics.,"[0.0, 0.02211456000804901, 0.018063850777800206, 0.023070206572304523, 0.020635880834685476, 0.018935333901228386, 0.020431598577768464, 0.040621826896424164, 0.04925531822726677, 0.0983683065279522, 0.09645654364983497, 0.12696260467731382, 0.1431711066091362, 0.15982974603861924, 0.16456581087953204, 0.17020125606552483, 0.17580140495486132, 0.18057328830798733, 0.1845436848199112, 0.18743322736116577]","[0.46386662125587463, 0.48598118126392365, 0.4863464633623759, 0.49613603949546814, 0.49602198600769043, 0.4968799551328023, 0.4925957918167114, 0.5061439275741577, 0.5170943935712179, 0.5459481358528138, 0.5530699816617098, 0.5793394943078359, 0.6009774712415842, 0.6233583050114768, 0.6385696609814961, 0.6540167331695557, 0.669103345450233, 0.6832820077737173, 0.6965439037272805, 0.7086349219083786]",0.0,0.4638666212558746,0,0,not_entailment,entailment
590,1969,1969,"""""""President Obama found a new way to answer to the questions that people have to ask him. So he held a """"""""virtual townhall"""""""" in which people could write in questions and he would answer them online. He was asked many questions, and one of the most important was about the legalization of marijuana. Obama was very discreet about it. We will give you the full question : """"""""With over 1 out of 30 Americans controlled by the penal system, why not legalize, control, and tax marijuana to change the failed war on drugs into a money making, money saving boost to the economy? Do we really need that many victimless criminals?"""""""" The president's answer was a strategical one. He started by quoting the question he was asked which was whether legalizing marijuana would improve the economy and job creation. And he answered : """"""""The answer is no, I don't think that's a good strategy to grow our economy. All right."""""""".""""""",President Obama is in favour of the legalization of marijuana.,"[0.0, 0.047544628381729126, 0.03944187207481753, 0.03662254078870567, 0.04156564499341549, 0.04018848683634938, 0.038134193497028415, 0.03577794731709097, 0.06229816124870472, 0.0689028633267261, 0.09478580171386117, 0.0993458117139785, 0.11058066267328369, 0.12653177057456308, 0.14553312919517836, 0.15146223307022033, 0.14962367013902275, 0.17466243212446203, 0.192020994225732, 0.18755356486762687]","[0.4638674259185791, 0.5114120543003082, 0.5064791639645895, 0.5141050964593887, 0.501311206817627, 0.49538900951544446, 0.49880057999065947, 0.4998440556228161, 0.5183617108398013, 0.5065546989440918, 0.4849483479153026, 0.4727606574694316, 0.4566421073216658, 0.4755663297006062, 0.4966731250286102, 0.48233283311128616, 0.48938573107999916, 0.5128546820746528, 0.5338979269328871, 0.5311080902814865]",0.0,0.4638674259185791,0,0,not_entailment,entailment
591,228,228,"The evidence for the continuing accretion of gas by the Milky Way involves high-velocity clouds, or HVCs--mysterious clumps of hydrogen, moving rapidly through the outer regions of the galaxy.",High-velocity clouds are made up of hydrogen.,"[0.0, 0.029624417424201965, 0.025867336604856076, 0.0280797279209276, 0.026018613649819812, 0.030053392572419995, 0.0385667271024013, 0.03681544966917481, 0.03846147663610312, 0.04684759108990107, 0.060740536105947096, 0.06390079429820598, 0.11037909214703778, 0.1358625019826645, 0.15274786572149168, 0.1605266235781307, 0.16353555818827287, 0.17559064538636734, 0.1815397029470203, 0.18742224062390608]","[0.46389690041542053, 0.4935213178396225, 0.5000039239724478, 0.509778581559658, 0.5131767928600312, 0.5214116722345352, 0.5105089545249939, 0.5132840722799301, 0.5074263281292386, 0.5172205448150635, 0.5302368185736916, 0.5382217466831207, 0.564701823087839, 0.5881462395191193, 0.6090266227722168, 0.6251410692930222, 0.6376182822620168, 0.6557257506582472, 0.6701543676225763, 0.6843304514884949]",0.0,0.4638969004154205,0,0,entailment,not_entailment
592,1691,1691,"On Tuesday, BVA published a telephone poll conducted for French magazine Le Figaro and news channel LCI to gauge support for right-wing presidential candidates. 73% of Union pour un Mouvement Populaire (Union for a Popular Movement or UMP) party supporters identified Interior Minister Nicolas Sarkozy as their preferred candidate for May's presidential election. The UMP is one of the two major parties in France, and represents conservative politics. It was formed in 2002 as a union of several right-wing parties, and currently controls the legislature (the National Assembly) and the executive. Current president Jacques Chirac is aligned with the UMP.",Nicolas Sarkozy is supported by the Union pour un Mouvement Populaire.,"[0.0, 0.011198222637176514, 0.01707546988504429, 0.020652825935122264, 0.029558503516100135, 0.028898013966509695, 0.027426354399300062, 0.026524415109553345, 0.06709472316530658, 0.07132483931677878, 0.08503151032613639, 0.09010961861486841, 0.10719161941809689, 0.11552189579933807, 0.11541501265236465, 0.14108157091176896, 0.14944006315130876, 0.16051232793993886, 0.15714877558705823, 0.15416308628838263]","[0.46407976746559143, 0.47527799010276794, 0.4650806486606598, 0.47340451925992966, 0.48494221568107604, 0.48031603793303174, 0.4778526723384857, 0.48039840534329414, 0.5024106999238332, 0.513138136267662, 0.5292800095948306, 0.5409259820977846, 0.5591717477028186, 0.5735190404312951, 0.5813794473807017, 0.6036144401878119, 0.6186126628342796, 0.6351914587948058, 0.6311946464212317, 0.635203231871128]",0.0,0.4640797674655914,0,0,entailment,not_entailment
